estacion_servicio,regular,premium,diesel
22608,19.89,21.99,21.34
22607,20.59,,
22607,,23.34,21.74
3502,20.79,21.99,21.55
22606,20.19,,21.59
22606,,22.99,
22605,19.39,,
22605,,,20.69
22605,,21.69,
22604,21.45,23.39,22.89
22603,21.84,23.09,22.69
3643,20.79,22.99,
22526,19.89,21.54,
22527,20.49,,21.69
22527,,23.09,
22528,21.05,22.54,22.6
22529,20.79,22.25,22.25
10844,20.5,22.99,
22533,15.79,,
22533,,,20.49
22533,,17.99,
22534,15.79,,
22534,,17.99,
22519,18.99,21.89,20.99
22518,21.18,,
22518,,,22.09
22518,,22.99,
22542,19.79,21.89,20.99
22541,20.39,22.89,21.58
22540,19.26,21.53,21.1
3268,,22.99,
3268,20.99,,
22502,21.54,23.08,22.69
22501,20.05,21.99,
22501,,,20.55
22500,,,22.75
22500,,22.68,
22500,20.97,,
3326,20.99,23.25,22.35
22499,20.89,22.29,21.99
22498,,,
22498,20.69,,
22498,,,22.65
22497,21.5,23.3,23.22
22496,20.64,22.24,22.34
22495,,,21.79
22495,19.99,,
22495,,22.59,
22494,20.49,,21.69
22494,,22.69,
22493,,,21.49
22493,19.99,,
22493,,22.39,
22492,20.09,,
22492,,,21.39
22492,,22.79,
22491,20.57,,
22491,,,21.69
22491,,22.69,
22490,,22.09,21.99
22490,20.59,,
3234,,22.99,21.99
3234,20.79,,
22489,,,19.99
22489,18.99,,
22489,,20.99,
22485,20.25,21.85,21.59
22484,,,18.79
22483,19.95,,
22483,,22.93,21.9
22482,22.83,23.79,23.89
22481,22.2,23.92,23.82
22480,,,18.79
22479,22.49,,22.98
22479,,22.99,
11061,19.98,22.36,21.33
22478,19.69,,
22478,,21.89,
22477,21.23,22.93,22.5
22476,,,22.3
22476,20.7,22.3,
22475,20.99,,22.54
22475,,22.49,
3547,,22.99,21.99
3547,20.79,,
3295,21.25,22.99,22.15
22447,22.95,24.78,24.23
22446,,23.99,
22446,21.49,,
22445,20.29,,
22445,,,21.99
22445,,22.99,
22444,19.74,22.12,21.48
22443,20.49,22.99,21.89
22442,19.65,21.99,21.29
22441,19.89,21.99,21.34
22440,20.99,,
22440,,22.49,
22439,20.19,22.57,21.65
22438,19.85,21.99,20.9
3231,21.39,22.99,22.49
22437,19.79,21.99,21.29
22436,20.43,22.73,21.53
22451,21.9,22.95,
22435,20.55,22.47,22.26
22434,19.51,,21.01
22434,,22.59,
22433,19.99,21.99,20.99
22432,21.68,23.32,22.99
22431,21.89,23.19,23.19
22430,21.89,23.19,22.99
22429,,,19.29
22429,19.2,,
22429,,21.9,
3492,20.99,22.95,
3455,20.89,22.69,
22422,,21.99,
22422,19.45,,
22421,19.29,21.49,
22421,,,20.59
22420,19.88,21.59,21.59
22419,19.65,21.99,
22418,19.89,22.19,21.29
22417,22.18,23.35,23.4
22416,19.69,22.45,21.48
22415,21.59,,
22415,,,22.45
22415,,23.79,
22414,20.29,,
22414,,,20.99
22414,,22.99,
22413,20.15,22.15,21.8
3445,21.19,22.89,22.49
3258,20.94,22.99,
3388,20.09,22.69,21.29
3490,20.89,22.99,21.99
22382,20.64,22.3,22.42
22381,22.2,,
22381,,22.9,22.9
22380,19.09,,
22380,,20.99,
22379,19.98,21.98,20.79
22378,,,21.07
22378,20.1,,
3283,21.29,23.39,
3409,,22.99,
3409,20.79,,
22330,20.89,23.19,22.49
22328,21.41,23.17,23.05
22327,21.6,,22.97
22327,,22.97,
22326,19.39,,20.79
22326,,21.35,
3438,,23.05,
3438,20.99,,22.09
3452,20.22,,
3452,,,21.69
3452,,22.6,
22322,19.89,22.39,21.59
22317,20.8,23.1,21.5
22321,21.99,,
22321,,,18.7
22320,19.59,21.99,20.19
22319,,,
22319,,,
22318,,21.19,
22318,,,21.49
22318,19.09,,
22316,20.49,23.14,21.89
22314,19.25,,
22314,,,20.75
22314,,,
22313,,22.99,
22313,20.99,,
22312,,23.09,
22312,20.99,,
3491,,22.99,
3491,20.79,,
3491,,,21.99
22311,21.99,23.99,21.94
22310,21.99,23.99,
22310,,,21.6
3503,,22.99,
3503,20.69,,
22291,,,21.49
22291,,21.59,
22291,19.99,,
22290,,18.5,
22289,22.23,24.63,23.83
22287,,,21.59
22287,20.14,,
22287,,22.59,
22286,,,21.39
22286,19.79,21.89,
22285,,,21.39
22285,19.89,21.99,
22284,,,21.49
22284,19.99,,
22284,,22.39,
22282,20.22,,21.39
22282,,22.35,
22280,20.99,22.99,
3264,20.1,,21.5
3264,,22.2,
22279,19.95,21.57,21.59
3210,20.5,22.97,21.76
22241,20.39,22.25,21.59
22240,20.29,,
22240,,,21.99
22240,,22.99,
22239,19.51,,20.59
22239,,21.69,
22238,19.99,22.39,21.99
22237,18.39,,
22237,,,20.44
22237,,20.84,
22236,20.99,,22.54
22236,,22.49,
22235,21.89,,23.19
22235,,22.99,
22234,21.06,,22.63
22234,,22.72,
22233,,23.79,
22233,20.15,,
22233,,,22.75
3316,,22.99,
3316,20.79,,
22232,19.59,22.69,
22231,20.6,,20.1
3284,21.49,22.94,21.99
3366,20.45,22.85,21.65
22202,,,20.8
22201,19.89,,
22201,,22.15,
22201,,,21.25
22200,,21.42,20.95
22200,19.89,,
22199,19.59,22.09,
22198,19.03,21.25,20.6
22197,20.39,,
22197,,22.13,21.46
3657,21.05,22.65,22.32
22196,19.56,22.01,
22196,,,20.79
22195,20.29,22.05,21.85
22194,19.49,21.79,21.39
22193,19.99,,
22193,,,22.19
22193,,22.99,
22192,19.69,21.65,20.35
22191,20.45,22.34,21.81
22190,19.99,,
22190,,,21.99
22190,,22.99,
22189,21.1,23.25,22.32
3627,,,21.65
3627,20.8,,
3627,,22.75,
3215,,18.47,
3215,16.56,,
3215,,,17.28
22175,19.93,,21.65
22175,,22.19,
22174,,22.59,
22174,20.19,,
3656,20.42,22.82,21.52
22173,20.59,22.59,21.79
22172,19.13,,20.33
22172,,20.86,
22171,20.15,,20.15
22170,20.67,22.57,21.98
22168,19.99,22.29,19.99
22166,20.13,22.45,22.06
22165,20.97,22.87,22.62
22164,21.4,23.5,23.16
3437,21.38,22.99,22.47
22163,19.5,20.73,
22163,,,16.81
22162,17.5,,17.85
22161,,18.2,21.6
22160,19.57,,21.19
22160,,21.89,
22159,20.85,22.3,22.25
22158,20.69,22.1,21.99
22157,19.99,21.59,21.49
22156,21.21,22.88,22.84
22155,19.6,21.79,20.79
22154,20.19,22.69,
10828,,,21.39
10828,20.99,,
10828,,22.99,
22153,19.55,,
22153,,22.1,
22153,,,17.18
22152,19.83,,
22152,,21.81,
22152,,,21.84
22151,,,21.15
22151,20.14,21.99,
22150,22.1,23.35,23.4
22149,21.95,,
22149,,23.05,
22149,,,23.23
22148,19.48,21.87,20.68
22147,,,20.89
22147,20.49,,
22147,,21.99,
22146,18.97,,
22146,,,20.97
22146,,20.99,
22145,,22.29,
22145,18.79,,
22145,,,18.99
22144,18.79,22.29,18.89
3586,19.96,22.36,
22143,20.5,,
22143,,,22.3
22143,,22.29,
3676,20.12,,21.79
3676,,22.09,
22114,14.59,,
22114,,17.98,
22114,,,20.09
22112,,,18.79
22111,21.44,,22.24
22111,,23.24,
22110,,,18.79
3421,20.54,22.89,21.79
22109,,,18.79
22108,21.29,,21.99
22108,,22.99,
22107,20.54,,
22107,,,21.54
22107,,22.74,
22106,20.49,,
22106,,,21.99
22106,,22.97,
3610,19.9,,20.9
3580,20.54,22.89,21.79
22078,21.39,22.79,22.84
22077,21.69,22.99,
22077,,,16.99
22074,19.47,21.47,
22074,,,21.19
22073,19.55,,
22073,,21.59,21.19
22072,19.39,21.79,20.94
22076,20.39,,
22076,,22.89,
22071,19.37,21.99,20.74
22070,20.14,21.46,22.38
3439,19.75,21.69,21.29
22075,,21.95,
22075,19.67,,21.07
22069,20.79,22.69,21.65
22068,22.53,23.94,23.9
22067,,22.99,
22067,21.15,,22.25
22066,21.59,23.09,23.09
3240,19.85,21.5,
3240,,,21.49
3300,20.29,22.45,21.55
3555,19.99,,
3555,,22.69,
3175,21.87,24.09,22.97
3440,20.49,22.59,
22015,,,22.09
22015,20.35,22.35,
22014,20.99,,
22014,,,22.39
22014,,22.56,
3528,20.19,22.39,
3528,,,21.65
22013,20.99,23.19,22.09
22012,21.35,,
22012,,22.8,22.3
22011,21.27,22.75,22.1
22010,20.99,23.09,21.99
22009,19.79,21.99,20.99
22008,22.42,24.11,23.86
22007,21.2,22.85,
22006,20.99,22.49,22.54
3459,,22.99,
3459,20.79,,
3459,,,21.99
3244,19.39,,
3244,,21.35,
3575,19.39,,20.79
3575,,21.35,
10847,19.89,,
10847,,22.29,
21959,20.59,22.39,22.29
21958,21.59,23.69,22.05
21957,21.19,22.5,
21957,,,17.87
21956,19.14,,20.86
21956,,21.3,
21955,20.2,,
21955,,,
3328,19.99,22.29,21.59
21954,20.99,22.99,21.99
21953,19.55,21.75,20.99
21952,19.77,,
21952,,21.99,20.99
21951,19.49,21.9,21.49
21950,18.99,21.59,20.79
21949,20.95,22.85,22.59
21948,20.35,23.65,
21948,,,21.99
21947,,23.39,
21947,20.79,,
21946,,22.85,22.69
21946,21.49,,
21945,20.3,22.1,21.45
3646,19.8,21.79,21.1
21944,19.89,21.49,21.69
21943,20.97,22.88,22.95
21942,19.9,22.2,21.99
21941,,,21.39
21941,20.09,21.39,
21940,19.69,,
21940,,,21.09
21940,,22.69,
21939,20.15,21.99,21.75
21938,20.03,,20.95
21938,,21.72,
3605,20.34,22.39,22.89
3371,20.19,22.1,20.88
21888,20.89,,
21888,,,21.69
21888,,23.09,
21892,18.99,,
21892,,22.99,
21893,18.99,,
21893,,,20.59
21893,,22.99,
21895,20.29,,
21895,,22.99,20.99
21897,,23.39,
21897,21.19,,22.29
10917,20.29,,21.89
10917,,22.99,
21899,19.91,,21.17
21899,,22.67,
21902,19.99,,
21902,,,21.22
21902,,21.99,
21903,19.09,19.15,19.89
21910,19.99,21.86,21.99
21911,,23.65,
21911,20.99,,
21911,,,22.49
21909,21.19,22.82,22.74
21907,,22.19,20.99
21907,19.79,,
21906,21.27,22.97,22.87
21905,21.84,23.14,23.14
3637,19.89,21.89,
21904,19.09,,
21904,,22.99,21.99
21901,19.79,,
21901,,,20.99
21901,,21.99,
21900,20.19,,21.85
21900,,21.99,
21898,21.35,22.69,22.39
21896,18.95,,
21896,,21.39,
21896,,,21.4
21894,19.98,22.49,
21891,19.99,,
21891,,22.49,21.49
21890,19.99,21.59,21.49
21889,19.64,21.44,20.74
21884,14.85,17.99,20.4
3219,19.99,,
3219,,22.29,
21881,,,20.14
21881,18.69,,
21881,,20.89,
3653,,22.99,
3653,20.79,,
21861,19.99,21.99,20.79
21860,,,22.03
21860,,22.79,
21860,20.83,,
21858,19.69,,
21858,,22.29,21.09
3206,19.45,21.03,
21857,19.67,21.98,21.07
21856,19.99,,
21856,,,21.49
21856,,22.49,
21855,19.65,21.76,
21854,20.99,22.49,22.54
21853,20.49,,
21853,,23.89,22.35
21852,,,21.19
21852,,23.1,
21852,20.74,,
21851,20.85,,21.85
21851,,23.1,
21850,19.69,21.79,
21849,18.89,,19.69
21849,,21.49,
3332,20.2,,
3332,,22.2,
3332,,,21.06
3435,,22.99,21.99
3435,20.79,,
3406,21.49,22.89,22.19
21830,15.25,17.99,
21830,,,20.29
21828,19.99,22.31,
21828,,,21.11
21827,19.91,,
21827,,,21.21
21827,,22.21,
21826,,22.67,
21826,20.47,,
21826,,,21.69
21825,21.61,22.98,22.37
3489,20.89,22.99,21.99
21824,,23.4,
21824,21.8,,22.48
21823,19.89,23.19,
21823,,,21.69
21822,16.69,,
21822,,19.29,
21822,,,20.99
21821,20.09,22.4,21.4
21820,19.6,21.45,21.39
21819,19.99,22.73,21.42
3376,20.39,,
3376,,22.59,21.59
3186,21.39,22.99,22.49
21790,15.79,,
21790,,,20.49
21790,,17.99,
21789,15.69,,
21789,,17.99,
21788,15.79,,
21788,,,20.49
21788,,17.99,
21787,19.85,22.24,20.79
21786,19.15,21.35,20.95
3488,21.44,22.49,22.39
21785,19.99,21.99,
21784,19.89,21.79,21.59
21783,19.99,22.09,21.59
21782,20.49,,
21782,,21.99,21.79
21781,20.99,,22.54
21781,,22.49,
21780,19.95,23.1,21.79
21779,20.95,22.85,22.59
21778,19.65,20.9,20.99
21777,,22.99,
21777,21.15,,22.25
21776,20.99,,22.54
21776,,22.49,
3327,18.09,,19.59
21775,22.45,22.95,22.9
21774,21.59,22.89,23.25
21773,19.79,,
21773,,,20.99
21773,,22.19,
21769,,,20.77
21769,19.33,,
21769,,22.05,
21768,15.89,18.79,
3174,20.4,22.1,21.65
10923,,,21.69
10923,20.99,,
10923,,22.79,
3321,19.89,,
3321,,22.49,
3321,,,20.89
21744,22.29,24.2,22.1
21738,21.37,,21.48
21738,,22.99,
21737,,21.99,
21737,19.43,,
21737,,,20.9
3403,,,21.69
3403,20.1,,
3403,,22.45,
3505,20.99,22.75,22.64
21700,19.99,22.79,21.62
21698,20.29,22.75,21.45
21717,16.99,16.99,
21697,19.99,22.16,21.68
21696,,,20.19
21696,,22.29,
21696,20.49,,
21707,21.39,22.95,21.49
3274,22.65,23.79,23.9
3500,20.39,22.79,21.99
21675,20.47,,
21675,,22.69,
21675,,,21.76
21674,19.39,,
21674,,21.76,21.3
21673,,22.49,
21673,20.29,,
21673,,,21.89
21672,19.99,21.54,21.54
21671,20.09,21.39,21.39
3192,21.48,23.48,21.48
21670,20.79,,21.99
21670,,22.69,
21682,19.59,,
21682,,22.19,
21669,,,21.39
21669,19.99,,
21668,21.98,,
21668,,,23.18
21668,,22.98,
21667,20.49,,
21667,,,21.79
21667,,22.99,
21666,19.95,,
21666,,21.98,
21666,,,20.99
21665,19.6,,
21665,,21.85,
21664,19.85,21.95,21.85
21663,19.95,21.5,21.7
21662,19.55,21.2,20.95
3475,20.29,22.29,
21631,,21.85,
21631,,,22.29
21631,19.98,,
21630,21.2,23.15,22.5
21629,20.39,23.29,
21629,,,21.99
21628,20.19,,21.27
21628,,22.75,
21627,19.29,,
21627,,22.13,
21627,,,21.49
3457,20.09,,
21626,20.09,22.39,21.78
21625,20.44,22.79,21.39
21624,19.89,,
21624,,21.69,21.69
21644,21.95,23.36,23.34
21643,21.41,22.58,22.18
21642,18.99,21.99,20.99
21641,19.79,22.15,21.13
21639,,,23.25
21639,,22.89,
21639,21.59,,
21635,21.25,22.7,22.4
21636,15.18,,
21636,,17.92,
21636,,,21.11
3399,,,21.95
3399,21.05,22.99,
21623,19.63,21.54,21.43
21622,19.42,22.45,21.51
21638,19.95,22.74,21.19
21637,20.33,,
21637,,,21.87
21634,20.09,22.27,21.77
21633,19.59,21.19,20.89
21632,19.99,,20.19
21632,,21.79,
3585,20.99,22.99,21.99
3550,19.39,,20.79
3550,,21.35,
21592,19.29,21.49,19.99
21591,19.48,21.69,20.98
21607,19.57,21.77,21.3
21590,,22.99,
21590,20.55,,
21589,21.29,,
21589,,22.79,
21589,,,20.99
21600,20.29,,
21600,,22.69,
21600,,,21.19
21588,,,21.31
21588,,22.67,
21588,20.19,,
21601,18.75,,
21601,,,16.76
21587,,22.99,
21587,20.49,,21.79
21605,20.29,,21.89
3615,20.79,22.99,
21602,20.29,22.09,21.75
21604,21.29,22.79,
21603,21.61,22.97,22.94
21586,,22.61,
21586,20.21,,
21586,,,21.31
21606,19.99,21.99,20.99
21585,20.1,21.99,21.09
21584,,22.85,22.2
21582,20.83,22.3,22.19
21581,19.55,21.75,20.79
21597,21.45,22.99,22.99
3228,20.19,22.89,21.49
21596,20.19,21.99,20.99
21580,20.49,,
21580,,,21.99
21580,,22.79,
21583,21.25,,22.8
21599,16.29,18.79,20.89
21594,20.69,,
21594,,,21.38
21594,,21.79,
21593,19.69,21.59,21.19
21598,20.55,22.68,21.85
3443,20.58,22.24,22.04
3508,21.05,22.99,21.99
21564,20.99,22.59,22.14
21547,19.19,,
21547,,,21.69
21547,,21.47,
21566,20.49,,
21566,,22.19,
21566,,,20.15
21565,20.99,22.89,
21546,21.99,23.99,21.94
11105,21.79,,
11105,,23.99,21.69
21545,20.25,23.65,
21545,,,21.99
21544,19.99,21.85,22.09
21540,20.79,22.45,21.55
21539,20.99,22.29,
21538,19.99,22.89,20.99
21537,20.64,22.54,22.19
21536,21.85,23.15,23.19
21535,,,19.69
21535,18.99,,
21535,,22.29,
3660,19.79,,
3660,,22.09,
21534,19.1,21.33,20.73
21533,19.1,21.33,20.73
21532,20.17,21.44,22.99
21531,20.5,,21.9
21530,20.19,22.39,21.53
21529,20.79,,
21529,,22.99,
21529,,,21.19
21528,19.65,21.99,21.4
21527,,22.48,21.9
21525,,,21.99
21525,20.39,22.49,
3298,19.73,22.1,
3564,20.68,22.95,21.41
21498,19.39,,19.59
21494,20.19,23.59,21.85
21468,19.55,22.25,
3385,19.49,,
3385,,21.89,
21497,20.59,,21.64
21497,,22.89,
21483,20.34,,
21483,,22.84,
21483,,,21.59
21482,19.99,21.99,21.6
21491,20.45,22.9,21.44
21490,18.89,,
21490,,,19.89
21490,,21.09,
21481,20.99,,22.54
21481,,22.29,
21480,,21.99,
21480,19.99,,21.6
21478,20.9,22.98,22.59
21477,19.89,,
21477,,,21.17
21477,,22.25,
3667,,22.72,22.39
3667,20.96,,
21489,18.98,,
21489,,21.29,
21489,,,20.89
21476,20.79,,21.99
21476,,22.69,
21493,19.29,22.39,20.99
21475,19.69,22.29,21.09
21474,19.49,,
21474,,,21.99
21474,,22.59,
21473,20.59,,
21473,,23.14,21.89
21471,20.39,22.75,
3350,,23.39,
3350,,,21.79
3350,20.89,,
3253,19.45,21.69,
21437,19.99,,
21437,,22.99,
3251,19.78,,
3251,,21.98,
3251,,,20.96
21436,,22.59,22.49
21436,20.49,,
21435,20.25,23.65,
21435,,,21.99
21434,,22.59,
21434,20.19,,
21433,20.96,22.9,22.2
21430,,,22.7
21430,21.1,22.8,
21432,,21.56,
21432,19.65,,21.99
21431,,,21.97
21431,20.07,22.72,
21429,20.5,22.8,
21428,,,21.39
21428,19.89,21.99,
21427,19.79,21.89,21.39
3573,19.49,21.79,21.39
21403,19.7,22.3,21.1
21402,,22.58,
21402,21.08,,22.48
21401,,,21.99
21401,,22.29,
21401,20.29,,
21400,19.49,21.69,21.09
3387,18.99,21.69,20.99
21399,19.59,21.79,20.99
21398,19.14,21.27,
21397,21.99,23.29,23.29
21396,21.69,24.39,22.09
21395,20.99,22.69,22.49
21394,20.49,,21.79
21394,,22.79,
21393,21.36,22.59,
21392,20.49,22.79,20.49
21391,15.99,17.99,20.45
21390,19.67,,
21390,,21.94,
3247,19.99,21.96,21.55
3200,20.25,,
3200,,22.29,
3383,20.44,,
3383,,,21.79
3383,,22.49,
10911,,,21.89
10911,21.79,,
10911,,23.95,
21356,18.66,20.4,
21356,,,20.46
21353,,20.72,
21353,19.26,,
21354,,20.72,
21354,19.26,,
21355,19.26,20.72,
21257,19.65,21.89,
21256,21.07,22.61,22.67
21255,20.23,22.71,22.06
21251,20.63,22.2,
21251,,,22.4
21250,19.61,21.58,
3255,21.65,22.99,22.99
21249,19.29,21.15,
21249,,,21.19
21248,19.5,21.5,20.9
21254,20.69,22.99,
21253,20.69,22.99,
21253,,,21.89
21252,21.75,23.25,23.3
3318,21.65,22.99,22.99
3252,19.18,,
3252,,21.35,19.99
21219,20.95,22.85,21.95
21220,20.35,,
21220,,,20.93
21220,,21.94,
21221,,21.5,
21221,,,21.5
21221,19.65,,
21222,19.84,,
21222,,21.74,21.29
21223,,22.99,21.74
21223,20.99,,
3635,19.89,22.19,21.29
3294,19.89,22.19,21.29
21055,18.93,,
21055,,,20.85
21055,,21.5,
21056,20.29,,
21056,,22.85,
21056,,,21.85
21057,19.99,22.27,21.39
3595,19.38,,
3595,,21.95,
21058,22.98,23.98,23.48
21087,20.99,22.76,22.37
21088,21.49,23.69,20.55
21089,,23.29,
21089,19.69,,
21089,,,20.49
21090,21.49,22.84,22.74
21091,19.5,21.5,21.5
21092,20.89,22.59,22.59
21093,,23.89,
21093,20.69,,
21054,19.59,20.5,
21053,19.19,21.43,
21053,,,21.35
3558,19.74,21.95,
21051,19.59,21.49,21.23
21052,20.99,23.19,
3198,19.85,,
3198,,21.99,
3680,19.95,22.29,21.69
3461,,,23.19
3461,21.99,,
3461,,22.99,
3243,21.49,22.79,23.09
3577,21.69,22.99,23.24
21146,20.05,21.35,
21147,19.3,21.95,
21147,,,20.5
21148,20.19,,
21148,,21.89,
21149,19.19,21.29,20.59
21151,,21.99,
21151,,,20.99
21151,19.99,,
21152,20.78,21.89,22.88
21153,19.45,,
21153,,21.69,20.99
21154,19.95,21.7,20.85
21155,20.6,,21.75
21155,,22.8,
3413,20.19,21.39,21.39
21156,20.25,,
21156,,22.44,
21157,,23.39,
21157,20.99,,
21157,,,21.99
21166,15.99,17.71,16.98
21158,,,21.49
21158,,22.29,
21158,19.99,,
21159,,22.15,22.29
21159,20.39,,
21160,,22.95,
21160,21.5,,
21160,,,21.95
21165,21.59,23.09,23.19
21167,20.88,22.27,21.68
21168,19.9,22.3,20.8
21169,19.99,21.99,21.69
3647,21.59,22.89,22.99
21170,19.89,22.29,21.87
21171,19.95,23.1,21.79
21175,19.75,21.99,22.51
21291,,20.1,
21291,18.39,,
21174,16.69,,
21174,,21.89,
21174,,,20.99
21173,16.56,18.26,17.52
21172,20.89,22.68,22.31
21135,20.79,22.49,22.29
21134,,,22.15
21134,21.05,,
21136,19.79,,
21136,,21.98,
3569,21.44,22.69,22.69
21137,20.35,22.75,20.55
21138,,22.38,
21138,,,22.26
21139,,23.65,
21139,21.19,,
21139,,,22.15
21140,20.29,22.49,21.59
21145,,23.99,
21145,21.29,,
21145,,,16.46
21142,21.99,23.99,21.94
21143,19.99,21.51,21.43
21144,19.9,22.19,21.9
21141,,22.99,
21141,21.19,,22.19
3178,20.54,21.89,22.49
21277,21.99,23.09,23.19
21276,21.49,22.99,22.9
3563,,,22.59
3563,21.39,,
3563,,22.69,
21275,20.99,,
21275,,22.99,21.99
21272,18.35,,
21272,,20.79,
21271,19.99,22.45,20.39
21270,,,21.09
21270,,22.09,
21270,19.79,,
21269,18.66,20.4,
21269,,,20.46
21268,19.99,,
21268,,21.99,
21268,,,20.99
21267,19.99,22.19,21.89
21265,19.19,21.34,21.14
21264,21.09,,
21264,,23.85,
21264,,,22.15
21263,19.25,20.95,20.55
3220,19.99,21.95,
21262,19.49,21.59,21.49
21261,19.25,22.25,21.19
21260,,23.39,
21260,21.89,,
21260,,,22.99
21278,19.99,22.49,22.49
21266,,,20.19
21266,19.79,,
21266,,21.99,
21273,21.69,23.65,
21273,,,22.15
21274,20.79,,
21274,,22.39,
3290,19.99,22.2,
3290,,,21.2
3600,20.59,22.39,22.27
3338,20.29,21.95,21.79
3522,19.99,21.99,
3522,,,19.89
3557,20.99,22.87,22.63
3628,19.99,21.99,
3229,19.99,22.2,
3229,,,20.79
3519,20.89,,21.89
3519,,22.99,
21287,16.68,,
21287,,19.28,
21286,20.99,22.69,
21288,16.68,,
21288,,19.28,
21290,,21.3,21.13
21290,19.99,,
3655,19.99,21.99,
3655,,,19.89
21289,,,21.29
21289,20.19,,
21289,,22.99,
3262,19.79,21.99,
3614,20.99,23.09,
20914,,22.29,
20914,,,21.19
20914,20.09,,
20912,18.69,21.24,
20912,,,19.99
20910,19.55,21.99,21.29
20908,,,18.79
20907,19.6,21.6,20.45
20906,20.59,22.19,
20906,,,21.25
20905,19.64,21.84,21.19
20904,,21.99,20.99
20904,19.89,,
3233,19.75,21.79,20.99
20903,,,22.59
20903,20.99,,
20903,,22.99,
20902,,,21.7
20902,19.99,,
20901,19.79,,
20901,,22.49,21.13
21320,,23.25,22.6
20915,,22.99,
20915,19.99,,
20911,20.83,,
20911,,,21.89
20909,18.75,21.4,
3441,,22.25,
3441,19.85,,
3578,19.89,21.79,
3512,19.19,21.69,
3312,21.03,,
3312,,22.74,
3572,20.25,,
3572,,,20.99
3572,,22.29,
3582,20.09,,
3582,,22.29,
3263,20.15,,21.56
3263,,22.31,
3282,19.95,22.69,21.18
3481,19.79,21.99,
3209,19.89,21.79,
3534,20.25,22.29,20.99
3404,19.17,21.45,
3345,21.48,23.48,21.78
3592,20.5,22.85,21.95
3270,19.19,20.99,
3185,19.79,,
3185,,,21.39
3185,,21.89,
3203,19.49,21.39,20.49
3451,18.99,,20.09
3451,,20.95,
3424,21.39,22.89,22.99
3218,20.09,21.39,
3470,21.39,22.79,22.89
3353,21.49,22.79,22.89
3412,19.39,21.49,20.69
3380,21.59,23.09,23.14
3405,21.59,22.89,22.99
3659,21.79,22.99,
3593,21.54,23.09,23.14
3467,19.45,21.69,20.99
3516,21.69,22.99,
3323,21.39,22.44,22.59
3336,21.59,22.89,
3325,21.2,,22.5
10973,19.69,22.19,
3620,20.74,,
3620,,,22.59
3620,,23.98,
3454,21.4,,
3454,,,22.49
3454,,,
3311,20.29,,
3311,,,22.09
3311,,22.99,
3579,,,21.89
3579,19.99,,
3579,,22.79,
3486,19.65,21.95,
11130,21.29,23.99,
11130,,,21.79
3377,19.19,21.19,
3499,20.73,22.99,22.79
3504,20.39,22.69,21.79
3476,21.72,23.4,23.31
3389,20.29,,
3389,,22.69,21.79
3182,19.69,21.74,21.5
3358,18.99,22.55,20.99
3497,19.15,21.51,20.69
3238,19.49,21.99,
3322,,22.59,
3322,20.29,,
3384,,22.27,
3384,19.75,,
3402,19.89,21.99,20.89
3444,19.97,21.97,
3444,,,20.97
3393,21.48,23.48,21.78
3630,20.99,,
3630,,23.19,
10896,19.99,21.69,
3496,,,21.69
3496,19.99,21.99,
3546,21.05,23.04,22.53
11159,19.49,,
11159,,21.49,
11138,19.89,,
11138,,,20.89
11138,,21.89,
10963,19.69,,
10963,,21.69,20.99
3553,,,21.51
3553,,21.96,
3553,19.72,,
3541,,22.1,21.73
11055,19.59,,
11055,,,20.89
11055,,21.89,
3211,19.75,22.55,
3501,20.05,22.65,
3501,,,19.09
3576,20.15,22.69,21.55
3537,20.75,22.99,21.91
3464,20.29,22.75,21.69
3273,20.19,22.99,20.79
10966,19.3,,
10966,,21.69,
3411,20.89,22.69,
3411,,,22.09
3517,20.28,22.08,
3511,20.65,22.95,21.59
3303,20.74,,
3303,,22.24,21.39
3181,19.89,22.19,21.29
3400,19.49,21.89,20.19
3674,,23.59,
3674,21.59,,
3307,20.09,22.29,21.19
3485,18.45,,
3485,,22.15,
3334,19.79,,
3334,,22.09,
3334,,,21.29
10905,19.65,,21.49
10905,,21.7,
3624,,,21.99
3624,20.49,,
3624,,22.39,
3612,20.49,22.29,
3349,,22.99,
3349,20.79,,
3349,,,21.79
3636,19.51,21.79,21.05
3356,20.29,,
3356,,,22.69
3356,,23.69,
3634,19.99,22.89,
3344,21.82,23.73,
3306,19.59,22.39,20.99
3536,21.82,23.73,
3362,,23.41,23.3
3362,21.73,,
3239,19.99,22.1,
3239,,,19.17
3370,19.99,,
3370,,22.2,
3370,,,21.04
3571,20.4,22.6,
3654,19.99,,
3654,,22.2,
3654,,,19.31
3638,,,20.99
3638,20.1,22.4,
3364,19.99,,
3364,,22.2,
3301,20.29,,
3301,,22.69,21.79
3625,,22.2,
3625,20.1,,
3509,19.79,,
3509,,21.99,
3509,,,21.99
3277,19.59,22.1,
3277,,,16.65
3232,19.35,,21.25
3482,20.3,,
3482,,,20.99
3482,,22.99,
3478,21.49,22.84,22.74
3594,19.86,21.71,21.23
3651,20.38,,21.99
3651,,22.31,
3319,20.39,22.69,22.69
3201,21.23,22.98,22.67
3265,19.89,22.15,
3265,,,21.99
11007,19.99,,
11007,,22.49,
11007,,,21.43
3598,21.29,,
3598,,23.39,
3598,,,21.99
3539,20.49,22.69,21.64
3621,21.29,22.94,21.93
3189,19.99,21.95,21.79
3548,20.74,,
