estacion_servicio,regular,premium,diesel
2135,21.39,,22.99
7804,20.53,,
7804,,22.09,21.85
8453,,,19.29
8453,19.5,,
8453,,21.79,
8005,19.97,,
8005,,22.99,
8248,19.99,,
8248,,21.89,
8413,,21.9,21.3
8413,19.9,,
8122,19.99,,
8122,,22.99,
8210,20.99,22.49,22.54
8447,14.89,16.08,
8447,,,21.79
7917,20.99,,
7917,,,21.61
8483,20.41,22.93,22.24
2448,19.99,,
2448,,22.19,
2448,,,21.09
8476,,,21.25
8476,19.65,,
8476,,22.2,
8022,20.88,,
8022,,,22.19
8160,21.53,23.12,
8051,21.55,23.15,
8051,,,22.79
7880,23.14,,24.59
7693,19.46,21.2,
7851,22.14,23.76,23.59
8264,22.14,23.76,23.59
7929,21.74,23.34,21.99
7689,18.64,,
7689,,,19.91
7689,,20.43,
2363,19.49,,
2363,,,20.49
2363,,22.99,
7537,19.5,21.5,21.5
7667,22.14,23.76,23.59
8500,,17.99,20.4
8500,14.85,,
7558,20.75,,22.35
7558,,22.4,
7570,19.99,,
7570,,22.99,
8544,20.69,,
8544,,22.69,
8489,19.7,,
8489,,21.9,22.1
8284,21.27,22.99,22.8
7648,20.15,22.72,21.8
7948,,,20.99
7948,,22.39,
7948,19.69,,
2087,20.29,,
2087,,,20.99
2087,,22.99,
7608,19.39,21.49,20.99
8246,18.7,20.98,
7764,21.29,22.96,21.99
7908,,22.59,
7908,20.74,,20.72
7940,19.89,21.99,
7940,,,21.09
8001,19.8,21.3,21.5
7739,19.8,21.3,21.5
7932,20.19,,
7932,,22.79,21.35
7867,,,21.19
7867,20.79,,
7867,,23.19,
8359,20.45,22.99,21.89
2212,19.99,22.49,
8278,20.8,,22.4
8278,,22.99,
8434,21.84,,23.44
8118,,,20.99
8118,,22.45,
8118,20.19,,
7870,20.15,,21.63
8126,,,21.95
8126,20.45,,
7788,20.2,,
7788,,,21.49
7788,,22.5,
7900,,,21.5
7900,20.1,,
7900,,22.3,
8155,20.2,,
8155,,22.2,
8155,,,21.49
8371,19.39,22.89,
8371,,,19.59
8015,,,20.79
8015,17.83,,
8015,,19.95,
2062,19.69,22.49,20.99
8237,19.89,21.68,
8237,,,21.75
8533,19.99,,
8533,,20.99,
8332,20.29,22.29,21.79
8065,23.99,25.26,24.94
7767,,22.05,
7767,20.1,,
8445,21.09,,
8445,,,22.49
8010,21.29,,
8010,,22.99,
7574,19.99,,
7574,,20.99,20.99
8185,21.99,23.69,23.59
8101,20.48,21.97,22.49
2102,19.99,22.89,21.09
8364,18.04,19.41,
8364,,,16.99
8100,21.45,22.99,22.99
8285,20.79,,
8285,,22.98,
8390,19.74,,20.99
7814,20.09,21.69,20.69
8342,16.7,,
8342,,,21.52
8295,20.85,22.99,22.15
8291,21.35,22.79,
8291,,,20.49
8034,19.99,,20.99
7740,18.74,,
7740,,20.85,
2519,20.29,,
2519,,22.99,
7841,21.2,,21.8
8319,20.27,,21.97
8319,,21.99,
7596,21.29,23.29,22.09
7683,19.42,21.12,21.09
8474,20.09,22.99,21.5
8183,19.42,21.12,21.09
8294,21.29,,22.49
8294,,23.49,
7643,,22.19,
7643,20.14,,21.54
8324,21.99,22.99,22.99
7547,20.05,22.55,21.39
2402,20.29,,
2402,,,20.99
2402,,22.99,
7690,19.69,,
7690,,22.04,
7690,,,21.55
8240,21.88,23.98,
7818,19.69,,
7818,,22.04,
7901,,20.25,
7901,18.35,,
8219,19.79,,
8219,,,20.59
8219,,21.99,
7669,21.01,,
7669,,,22.93
7669,,22.89,
8202,,21.39,
8202,18.99,,
8202,,,20.79
7552,19.99,21.99,
7552,,,20.99
8379,20.09,22.99,
7928,,21.39,
7928,18.99,,
2361,20.29,,
2361,,,20.99
2361,,22.99,
8115,19.99,,
8115,,,22.19
8115,,22.99,
7538,20.25,,21.49
7652,19.7,,20.75
7892,19.07,21.89,
7806,20.89,22.79,21.79
7692,19.45,,
7692,,,20.79
7692,,22.19,
8548,,22.37,
8548,,,21.65
8548,20.55,,
7544,,20.49,
7544,18.57,,20.39
8114,21.29,,
8230,19.59,,
8230,,,21.09
8230,,22.19,
2283,,22.79,
2283,21.29,,
7899,19.39,,20.79
7899,,20.99,
8191,20.85,,22.45
8191,,22.55,
8421,15.6,17.37,16.53
7590,,22.85,
7590,21.35,,
7590,,,22.39
8247,,,22.4
8247,21.19,,
8247,,22.79,
8055,,,22.4
8055,21.19,,
8055,,22.79,
8397,,22.99,
8397,20.89,,
8397,,,21.49
8133,20.98,23.56,
8133,,,22.33
8186,20.46,,
8186,,23.43,
7970,21.35,,
7970,,23.19,22.76
2166,19.99,22.49,
8243,21.87,,23.17
8243,,22.99,
7936,,,20.8
7936,20.1,,
7543,19.8,21.9,
8543,20.45,21.99,
8543,,,20.99
8213,,18.09,
8213,15.79,,
7842,,18.09,
7842,15.79,,
8273,,18.09,
8273,15.79,,
7578,15.79,,20.69
8090,,18.09,
8090,15.79,,20.69
7522,15.79,,20.69
2476,20.1,22.35,21.7
7839,,18.09,
7839,15.79,,20.69
7615,15.69,17.99,
8047,,18.09,
8047,15.79,,20.69
7722,,18.09,
7722,15.79,,
8288,,18.09,
8288,15.79,,20.69
8418,15.79,,20.69
8418,,15.4,
8035,,18.09,
8035,15.79,,20.69
8259,15.79,,
8259,,,19.96
8221,20.49,,
8221,,22.79,
7649,19.99,,21.44
7649,,22.18,
2454,20.65,22.99,21.89
8174,21.15,22.65,
7904,16.59,,
7904,,19.94,
8162,20.29,,
8162,,22.79,
8162,,,17.99
7992,16.89,,
7992,,,20.99
8245,,,21.29
8245,19.99,,
8245,,22.59,
7704,,24.38,
7704,21.04,,
7636,,,21.17
7636,20.54,,
7636,,22.89,
8057,20.15,,21.29
8057,,22.89,
7688,19.65,,21.5
7554,18.75,20.33,
7554,,,16.1
2090,19.99,,
2090,,,21.79
2090,,22.99,
8075,19.89,,
8075,,22.35,
8378,19.99,21.9,22.39
8085,19.99,21.89,20.99
8153,21.72,23.68,23.54
7659,20.25,,22.05
7659,,22.15,
8211,20.8,21.99,
7840,21.35,22.8,22.48
8336,20.79,,
8336,,22.39,22.49
7666,20.99,,
7666,,22.49,
8241,20.52,21.7,21.99
2479,20.49,,
2479,,,21.99
2479,,22.99,
8054,20.99,22.99,21.99
8517,21.64,,
8517,,,22.94
8517,,22.94,
7769,18.8,,
7769,,21.15,
7769,,,20.37
8442,21.69,,
8442,,23.59,
8442,,,21.59
8252,21.36,,22.25
8252,,22.77,
7954,19.55,,
7954,,,21.55
7802,21.67,,
7802,,22.61,22.66
8465,,22.89,
8465,19.99,,
8457,20.82,,21.66
8457,,22.23,
7591,20.29,,
7591,,22.79,
2515,20.99,,
2515,,,21.99
2515,,22.99,
8002,,22.5,
8002,20.92,,
8002,,,21.95
7977,19.99,,20.99
7977,,22.19,
8545,20.98,22.3,
7790,20.69,22.59,
7790,,,18.35
8048,22.22,23.84,23.84
7686,22.22,23.84,23.84
7745,20.8,,
7745,,22.5,
7745,,,22.45
8098,20.69,22.73,22.12
8004,,22.59,
8004,21.59,,21.89
8138,22.25,24.28,23.75
2397,20.79,,
2397,,22.59,
2397,,,21.59
8110,20.6,22.7,21.9
8276,19.79,,
8276,,,20.99
8276,,21.99,
7609,20.99,22.99,22.19
7778,20.35,,
7778,,22.89,
7778,,,22.19
7776,19.99,21.99,20.89
8236,21.59,,23.29
7551,,,19.69
7551,17.49,,
7551,,19.09,
7835,19.65,21.85,
7687,,,20.89
7687,19.69,21.99,
8310,19.69,22.69,
8310,,,21.09
2153,21.19,,
2153,,,21.89
2153,,22.99,
8518,19.29,,
8518,,22.49,
7723,20.29,,
7723,,,21.59
7723,,22.69,
7728,,22.39,
7728,19.99,,
7728,,,21.09
8537,,,21.99
8537,20.99,,
8537,,22.99,
7771,20.69,22.99,21.79
8198,20.29,,
8198,,,21.99
8198,,22.99,
7718,20.79,,
7718,,,21.84
7718,,22.89,
7853,19.79,,20.99
7853,,22.49,
8432,21.99,23.99,
8395,20.5,22.95,21.5
2310,,22.89,
2310,,,21.79
2310,20.99,,
8011,19.89,22.39,
8011,,,20.89
8360,20.09,,
8360,,22.99,
8360,,,21.99
7560,,21.89,
7560,19.49,,
7560,,,20.99
7714,20.19,,
7714,,22.99,
7714,,,21.99
8305,19.89,,21.69
8305,,21.49,
8117,19.89,,
8117,,21.49,
8522,,,21.49
8522,19.79,,
8522,,21.99,
8325,18.99,,20.89
8325,,21.99,
7983,19.32,,21.43
8023,21.29,23.02,21.95
2191,,,21.99
2191,20.49,,
2191,,21.99,
8180,15.49,17.79,20.39
7871,20.99,,
7871,,22.99,
8227,19.99,,
8227,,,20.99
8227,,22.49,
7782,18.89,21.35,22.29
8473,,22.39,
8473,20.09,,
7673,21.42,23.02,22.33
7622,19.69,,
7622,,,21.26
8512,,,21.45
8512,,21.99,
8512,19.95,,
8119,20.45,,
8119,,22.89,
8119,,,18.95
8405,19.99,,
8405,,22.05,
2186,19.99,,
2186,,,21.49
2186,,22.59,
7709,20.55,,21.49
7709,,22.99,
8012,20.36,,
8012,,,21.62
7886,19.49,22.27,21.06
8488,,22.25,
8488,19.75,,
7583,21.49,22.59,22.39
7976,20.99,22.84,
8131,19.99,,
8131,,22.45,
7598,19.55,21.9,
8452,20.79,,
8452,,22.99,
8452,,,21.74
7944,19.85,23.09,21.59
2477,,22.99,
2477,20.99,,
2477,,,21.99
8142,20.2,,21.5
8530,20.49,22.49,21.99
7763,,20.99,
7763,18.95,,
7763,,,21.29
7938,19.68,,
7938,,,21.29
7938,,22.19,
7986,19.18,,
7986,,21.54,
7684,20.46,21.91,
7684,,,
8542,21.49,22.59,22.39
7857,19.79,,
7857,,22.19,
7857,,,20.99
7852,19.97,21.72,20.87
7641,20.8,,
7641,,22.7,21.7
2089,20.89,22.49,22.29
7939,21.46,,
7939,,,22.68
7627,,,22.2
8217,20.45,22.4,
7889,20.3,22.1,21.5
8145,21.29,23.34,22.79
7997,19.89,,
7997,,22.19,
7997,,,21.09
7758,20.4,,
7758,,,21.95
8134,20.19,22.79,
8280,11.71,,
8280,,,16.75
8506,20.39,23.89,
2070,20.69,22.69,22.15
7519,21.6,22.7,22.7
8396,20.4,21.75,21.9
8499,,,23.9
8499,22.84,23.84,
7807,20.09,22.69,
7735,21.76,23.26,23.31
8171,,,23.86
8171,22.67,23.82,
7567,19.33,21.18,
7546,19.42,21.56,
8385,20.02,22.24,21.84
8125,,,
8125,20.85,,
8125,,,17.04
2216,,,21.95
2216,,22.25,
2216,19.79,,
8140,,,23.78
8140,22.33,23.82,
8031,20.29,,
8031,,22.65,
8102,20.1,21.5,21.5
7624,19.45,21.49,
7774,20.57,,
7774,,22.82,
7950,21.19,,
7557,,,21.85
7557,20.29,,
7557,,22.39,
7587,19.1,,20.45
7587,,21.45,
7644,20.98,22.88,22.3
8218,20.99,,22.59
8218,,22.67,
2223,20.09,,
2223,,,19.69
2223,,22.99,
7854,21.99,23.99,
7582,,,21.29
7582,19.99,,
7582,,22.59,
8214,16.57,19.19,19.7
7576,18.66,20.4,
7576,,,20.46
7949,22.65,,24.1
7559,19.29,21.79,
7559,,,20.95
8089,,,21.9
8089,20.7,,
8427,18.95,,
8427,,,20.64
8427,,21.5,
7965,20.8,22.7,
8366,18.99,20.59,
2113,18.55,,
2113,,22.99,
2113,,,21.19
7797,20.35,21.99,21.99
8362,19.49,,
8362,,21.79,
7887,19.99,22.99,
7577,20.25,22.15,22.09
7821,19.19,,
7821,,20.89,
7674,20.41,23.06,20.92
8317,20.39,23.29,
8242,20.19,21.99,21.69
8472,21.85,,
8491,19.83,22.04,
2107,17.05,19.99,
2107,,,20.79
7968,21.98,22.99,23.18
8433,19.99,22.99,
8433,,,19.99
7926,20.99,22.49,
7875,,,20.99
7875,18.39,,
7875,,21.69,
8251,20.29,23.17,
7832,20.99,,22.54
8484,21.17,21.97,22.17
8400,20.19,22.15,21.79
8149,20.1,22.1,21.9
7779,21.89,,23.19
2404,20.29,,
2404,,,20.19
7727,21.29,22.79,22.84
7757,15.95,17.98,
7757,,,19.99
8468,20.19,22.19,21.49
7581,19.92,22.2,21.51
8482,21.9,23.4,23.5
8414,21.5,22.99,
8351,21.39,22.79,22.84
8438,20.15,21.46,21.76
8007,16.69,,
8007,,,21.69
8061,20.17,,21.63
8061,,19.5,
2467,20.69,22.69,22.15
7696,20.8,,21.8
7696,,23.15,
8084,21.39,22.89,
7869,16.56,,17.52
7681,20.49,,22.19
7681,,22.99,
8443,20.99,22.49,22.54
7593,21.39,22.79,22.84
7682,19.98,,21.64
8027,20.19,21.59,20.85
8064,20.49,,
8064,,23.49,
8064,,,22.2
8426,20.11,22.19,21.19
2260,20.29,,
2260,,,21.09
2260,,21.89,
8514,20.65,22.95,
7660,20.48,22.79,21.99
7680,,21.99,
7680,,,21.69
7680,19.99,,
7541,15.95,,
7541,,17.99,19.99
8391,20.52,21.7,21.99
8212,19.55,21.5,
8212,,,21.25
8164,20.86,,
8481,19.7,21.86,21.8
8497,17.7,19.1,18.6
8272,20.96,23.85,22.8
2379,21.29,23.39,22.39
8206,20.79,22.89,21.99
8120,21.93,23.23,
8290,21.29,23.29,22.09
7526,21.95,,
7526,,,22.96
7526,,22.98,
8372,21.28,,
8372,,,21.98
8466,,21.54,
8466,19.19,,21.24
8495,,23.4,
8495,20.99,,21.75
8469,,19.85,
8469,19.85,,21.16
8424,20.66,23.18,
8424,,,22.21
8535,21.29,,
8535,,,22.69
8535,,22.99,
2131,20.69,,
2131,,22.59,
7833,20.79,,
7833,,23.17,
7833,,,22.21
7679,20.49,,
7679,,22.79,
7685,20.59,22.2,
8093,20.49,,
8093,,,21.69
8093,,22.79,
7710,21.29,22.99,22.59
8417,19.09,21.19,20.69
7717,20.72,,
7717,,23.13,
7717,,,22.33
8549,18.99,,
8549,,,20.69
8549,,21.49,
8165,20.99,22.99,21.39
7712,21.59,22.99,22.89
2571,19.69,,
2571,,,20.99
2571,,22.99,
7777,21.28,,
7777,,23.07,
7612,19.9,21.99,
7864,,,21.25
7864,19.89,,
7864,,22.89,
7579,21.36,22.59,22.59
8539,21.99,,22.99
8079,19.19,,21.49
8079,,20.99,
7525,18.57,20.92,
8181,19.1,,20.54
8181,,20.93,
8069,20.35,21.95,21.25
8494,21.34,22.88,22.3
2155,20.49,,
2155,,22.99,
8111,20.35,21.95,
7628,21.34,,22.3
7705,20.79,,
7705,,22.45,
8000,21.34,22.88,22.3
7882,,,22.89
7882,21.98,23.28,
7805,21.4,22.98,22.5
8358,21.39,22.98,22.49
7734,18.44,17.21,19.99
7918,21.19,,
7918,,,21.99
7918,,22.99,
7784,21.39,23.39,
2540,20.79,,
2540,,22.99,
7755,21.19,,
7755,,22.99,
8486,18.27,,
8486,,18.69,
7819,20.67,22.69,21.86
7823,21.19,,
7823,,22.99,
7989,19.25,,20.75
7989,,21.19,
7658,21.39,22.99,22.55
7747,19.49,21.59,20.89
8071,21.19,23.19,
8507,18.47,21.59,
8507,,,19.99
7607,22.97,24.8,24.25
2391,17.05,19.99,
2391,,,20.79
8520,21.29,23.29,22.09
8184,19.84,,
8184,,21.55,
7594,19.75,21.8,21.3
7617,20.53,22.46,
8143,20.95,,22.57
7848,21.29,23.29,
8338,16.88,18.89,
8338,,,21.29
7528,19.59,21.99,
7670,20.99,22.99,
7914,20.9,22.9,21.9
2514,20.69,,
2514,,22.39,
2514,,,22.27
8190,20.99,22.99,
7801,16.89,,
7801,,,20.99
7801,,18.89,
7571,20.49,22.49,
7741,21.29,23.29,
8106,19.89,,
8106,,,21.59
8106,,22.44,
8316,,22.99,
8316,20.99,,
7922,,,21.29
7922,16.78,18.68,
8531,22.09,23.59,23.69
8239,,,20.75
8239,19.13,21.15,
7533,21.79,23.19,23.29
2339,21.49,,
2339,,,22.99
2339,,22.99,
8267,20.61,22.21,21.81
7521,21.19,23.29,
8157,22.09,23.49,23.39
8274,19.98,22.62,
7730,,22.99,
7730,20.89,,
7730,,,21.99
7555,21.49,22.79,22.99
8370,20.99,23.29,
8099,19.99,21.99,20.99
7562,20.79,22.59,22.59
7846,21.08,22.56,22.54
2264,20.9,22.45,22.4
7999,20.79,22.59,22.59
7847,20.99,22.99,
7798,19.7,21.9,21.55
7701,20.59,22.49,
7701,,,21.99
8097,20.69,,
8097,,22.29,22.25
7872,18.8,20.75,22.1
8428,21.19,23.39,
7967,20.49,22.59,21.99
8135,19.89,21.99,21.39
7957,20.79,,
7957,,22.39,
7957,,,21.99
2562,20.29,,
2562,,,20.99
2562,,22.99,
7883,20.99,23.17,22.32
8411,21.99,22.99,22.49
7602,,22.79,
7602,20.69,,
7602,,,22.59
7719,20.99,22.99,
8451,21.19,22.59,22.49
7829,21.99,22.98,23.18
7913,20.64,,
7913,,22.39,
7750,21.39,23.39,
8193,21.44,22.89,22.4
8147,21.19,23.29,
2242,21.43,22.43,22.82
8050,21.69,22.89,22.69
7963,20.69,22.29,21.89
7973,20.89,22.79,22.29
8187,21.29,23.29,
7988,21.39,23.39,
7635,20.89,22.35,22.45
8381,21.09,22.69,22.79
7828,21.09,22.69,22.79
7825,,,21.99
7825,20.39,,
7825,,22.29,
8204,21.39,23.39,
2268,20.29,,
2268,,22.99,
8152,,,21.99
8152,,22.49,
8152,20.39,,
8532,20.39,23.29,21.99
8144,,,21.99
8144,20.39,,
8144,,22.29,
7979,20.99,22.99,22.09
8344,,,21.99
8344,20.69,,
8344,,22.59,
8401,20.29,23.19,
8306,20.99,,
8306,,,22.5
8306,,22.99,
7646,21.29,23.29,22.29
7849,21.29,23.29,22.09
7966,20.9,,
7966,,22.99,
2225,20.39,,
2225,,,20.99
2225,,22.99,
7529,20.99,,22.19
8045,21.75,23.05,22.98
8200,21.39,23.39,
8141,20.99,22.99,22.19
8194,20.19,22.39,21.79
8380,20.99,22.99,22.09
7787,20.99,22.99,
8163,20.9,,22.19
8163,,22.99,
8229,20.79,,
8229,,22.41,
8315,20.89,22.19,22.59
2380,19.89,,
2380,,22.69,
8311,20.49,22.49,21.99
8203,19.86,21.15,21.4
8386,20.59,22.59,21.99
7808,,,21.49
7808,,21.98,
7808,19.88,,
7569,,,21.39
7569,19.79,,
7569,,21.99,
7732,20.85,22.79,22.19
8343,19.29,21.79,21.29
8225,20.75,22.69,22.09
7613,20.09,21.89,21.29
8367,,,21.65
8367,20.35,22.3,
2502,20.19,,
2502,,22.99,
7553,,,21.8
7553,20.5,22.45,
8355,20.89,22.79,21.99
8377,,,22.06
8377,20.69,,
8377,,22.29,
8516,21.55,22.85,21.95
8279,20.98,22.99,22.45
8375,21.55,22.85,21.95
8318,21.19,,22.19
8410,,22.99,21.75
8410,20.69,,
7772,21.09,22.45,22.39
7600,19.99,22.19,21.69
2524,20.29,,
2524,,,20.99
2524,,22.99,
8460,19.69,21.49,20.99
8334,19.29,21.49,
8334,,,18.36
8220,19.79,,
8220,,22.39,
8044,20.99,23.19,21.84
7796,20.25,,
7796,,,21.65
7796,,22.45,
8327,20.59,,
8327,,,21.5
8070,20.79,,
8070,,22.45,
8070,,,22.19
7703,,22.5,
7703,,,22.25
7703,20.5,,
8009,20.69,,
8009,,22.29,
8127,20.15,22.29,21.49
2382,18.99,,
2382,,,19.99
8301,20.23,,21.17
8301,,22.2,
8081,20.07,21.42,
7542,20.72,22.39,
7868,19.99,22.8,21.5
7863,,23.69,
7863,21.6,,
8094,20.33,21.7,21.2
8060,19.79,,
8060,,21.7,21.58
8222,20.49,,
8222,,22.59,
8408,,21.7,
8408,19.76,,
8063,21.14,22.38,
2165,,,21.19
2165,19.99,,
2165,,21.99,
8429,20.99,23.89,
8444,20.59,,
8444,,22.79,
7942,21.59,22.99,22.99
8419,21.45,23.58,22.64
7855,20.94,22.8,21.89
8496,20.59,,
8496,,,21.89
8496,,22.59,
8053,20.8,,
8053,,22.25,22.45
7743,19.79,22.25,
8399,19.75,,
8399,,21.65,
8312,19.59,21.89,
2455,,,20.21
2455,,20.69,
2455,18.99,,
8029,20.18,22.53,21.98
8013,20.3,21.15,20.9
8025,21.79,,
8025,,,21.99
8407,19.71,20.8,21.4
7524,21.5,22.95,22.5
8178,21.39,23.19,22.24
8341,19.49,21.75,21.69
7881,19.29,,
7881,,,21.29
7881,,21.29,
7775,19.35,21.2,
7919,20.72,,22.47
2353,,,21.99
2353,20.99,,
2353,,22.99,
7773,18.19,,
7773,,20.79,
8333,19.95,21.96,21.96
7756,18.99,,20.99
7756,,20.43,
7893,19.75,21.9,21.6
8446,19.85,,
8446,,,21.55
8446,,21.59,
7975,21.09,23.09,
7903,18.8,20.75,22.1
8502,19.79,22.29,
8502,,,21.59
8323,19.2,,
8323,,21.35,
8323,,,21.2
8062,19.98,22.18,20.99
2373,20.39,,
2373,,,20.99
2373,,22.99,
7916,20.15,22.29,22.39
7898,19.29,21.29,
7789,21.79,23.09,23.29
8083,21.81,23.39,23.25
8387,18.44,,19.99
8431,19.09,21.99,20.69
8309,21.2,22.8,21.9
7664,20.49,21.84,21.9
7910,19.05,,
7910,,,20.69
7910,,20.84,
7946,21.24,,22.49
7946,,22.49,
2104,20.29,,
2104,,,20.99
2104,,22.99,
8406,21.09,22.95,
8330,20.99,22.99,
7858,,,22.15
7858,20.35,,
7858,,22.95,
7695,21.29,23.29,
7947,19.99,,
7947,,22.99,
8389,19.8,22.05,21.69
8108,19.99,,
8108,,22.49,
8300,20.49,22.49,21.99
8268,18.99,20.99,20.59
8308,20.3,,21.3
2499,21.69,,
2499,,23.89,
8436,20.21,,21.79
8436,,22.25,
8082,20.82,21.79,21.59
7603,20.89,22.19,
7603,,,16.51
8464,20.89,22.19,22.59
8313,20.65,,22.5
7937,21.09,,
7937,,,22.15
7937,,23.85,
8521,20.29,,
8521,,23.89,
8077,21.34,,22.05
8077,,22.99,
7911,19.21,21.82,20.57
8018,21.45,23.75,22.65
2039,20.29,,
2039,,,20.55
2039,,22.99,
7927,19.59,22.59,
7761,19.19,,
7761,,21.69,
7761,,,20.79
8461,16.7,,
8461,,17.6,
8449,,,
8449,,,22.5
8475,19.21,,
8475,,21.82,
8439,,21.12,
8439,16.6,,
8205,19.31,21.89,
8299,,,21.45
8299,20.45,,
8299,,22.89,
7707,21.39,22.99,
8067,19.21,,
8067,,21.82,
2270,19.99,,20.99
2270,,21.99,
8231,15.05,17.65,20.3
7713,22.09,,23.69
7713,,23.99,
8547,19.21,21.82,
8068,19.99,22.29,21.09
8026,20.39,22.69,
7676,20.99,22.99,
7931,19.39,,
7931,,21.69,
8170,20.19,23.29,21.99
7952,20.19,,
7952,,23.09,
8215,19.79,,
8215,,21.55,
8215,,,17.6
2420,20.49,,
2420,,22.99,
2420,,,21.19
7708,,22.3,20.3
7795,21.39,22.64,
7520,20.09,,
7520,,22.89,
7978,,,21.59
7978,19.99,22.39,
7943,21.34,,
7943,,22.59,
8471,20.05,,
8471,,,21.65
8471,,21.52,
8498,,,
8498,21.1,,
8458,,,21.59
8458,19.99,,
8458,,22.39,
8528,19.79,21.49,
8528,,,19.16
7534,,,22.09
7534,,23.15,
7534,20.09,,
2109,,,22.28
2109,21.49,,
2109,,23.44,
7564,,23.69,
7564,,,22.99
7564,21.59,,
7595,,23.39,
7595,21.89,,
8430,15.49,17.79,20.39
8293,19.88,,
8293,,,21.38
7616,21.99,,
7616,,23.99,
8024,19.79,21.49,
8024,,,19.15
8440,19.99,,
8440,,22.59,
8440,,,21.99
7813,19.83,,
7813,,22.55,
8188,19.88,,
8188,,22.39,
8128,,,21.89
8128,20.99,,
8128,,22.99,
2378,19.29,,
2378,,22.99,
2378,,,21.09
7645,17.99,19.99,
8302,19.59,21.39,20.89
8014,20.15,,
8014,,22.29,
8320,20.59,,
8320,,22.2,
8320,,,21.99
7632,19.95,21.55,21.4
8201,18.89,20.69,
8388,19.76,21.99,20.6
7516,19.87,20.65,21.72
7984,20.99,22.99,22.09
7850,20.69,22.09,
2569,,,21.49
2569,19.99,,
2569,,22.49,
7716,19.99,,
7716,,22.19,
7650,20.99,22.99,
8176,21.39,22.99,
8176,,,22.69
8437,20.3,22.3,22.1
7618,21.19,,
7618,,23.89,
8037,21.29,23.29,
8076,,,18.79
8189,19.89,21.99,21.39
7647,20.79,,
7647,,,22.59
7647,,22.95,
8179,19.2,21.99,21.1
2316,21.49,,
2316,,22.99,
8234,,,21.29
8234,19.99,,
8234,,22.49,
8331,19.99,22.49,21.19
7631,19.79,22.49,20.99
8441,,,21.99
8441,20.15,22.15,
8196,21.69,22.79,22.69
7604,22.09,,23.69
7862,19.99,22.29,
8006,,22.45,
8006,,,19.7
8168,20.99,22.79,22.71
2436,,,
2436,,22.5,
8161,21.2,23.4,22.75
7935,21.17,23.15,22.57
8096,,,
8096,20.9,,
8096,,22.1,
7677,19.65,21.99,
8052,21.55,23.08,23.25
7539,19.59,21.69,21.59
8137,21.1,,
8137,,21.99,
8298,,,22.09
8298,20.89,,
8526,19.79,22.49,
7877,20.4,,
7877,,,21.55
7877,,22.45,
2071,20.99,,
2071,,23.49,
2071,,,21.99
7611,21.5,,22.8
7894,20.29,,
7894,,22.49,
8480,20.28,22.5,
7759,20.21,22.04,
7993,21.45,23.75,22.65
8541,18.99,20.99,
8541,,,20.59
7794,20.54,22.6,21.65
7530,18.57,20.92,
8505,21.99,23.69,
8008,20.09,21.89,21.89
2432,,,21.99
2432,,22.99,
2432,20.99,,
7812,20.6,22.67,21.75
8266,18.59,20.19,20.79
8523,20.39,21.49,21.89
7675,19.95,,21.95
7675,,22.3,
7653,20.99,,
7653,,,21.89
7653,,22.99,
7822,16.95,,
7822,,18.99,
7656,19.1,21.6,20.8
7861,20.99,,22.19
8515,21.3,22.82,23.1
7780,19.4,21.7,
2188,19.99,,
2188,,,21.99
2188,,22.49,
7958,22.4,24.3,
7810,,22.49,
7810,20.19,,
7651,,,21.99
7651,20.89,,
7651,,22.99,
8113,20.3,22.3,
8129,20.19,,21.99
8129,,22.24,
11207,19.39,21.59,21.79
7972,19.19,,
7972,,,21.56
7972,,21.45,
7994,,23.39,
7994,,,21.99
7994,20.99,,
8485,20.1,22.15,21.2
7614,20.59,22.59,21.99
2196,19.99,,
2196,,,21.99
2196,,22.99,
8402,,22.15,20.1
8402,19.45,,
8454,21.98,23.59,23.66
8282,19.27,21.39,20.99
8536,20.79,22.69,21.69
7766,16.68,19.18,
7752,20.3,22.3,21.95
8490,21.2,22.6,
7960,19.75,22.1,
8121,20.99,,
8121,,22.89,
8121,,,22.63
7731,,,22.42
7731,,23.28,
7731,21.39,,
2407,20.99,,
2407,,,21.99
2407,,22.89,
7800,19.7,21.55,
8511,21.29,23.29,
8435,21.43,,
8435,,,22.69
8435,,23.89,
7860,21.46,22.99,
7523,20.19,,
7523,,21.99,
7523,,,21.79
8156,21.75,23.33,23.15
8281,20.19,22.54,
8066,18.09,18.19,
8199,19.8,,
8199,,21.79,21.19
8383,19.99,,
8383,,22.35,
2512,20.29,,
2512,,,21.09
2512,,22.99,
8404,,23.19,
8404,20.49,,
8463,21.09,22.29,22.39
8467,20.94,22.7,
8529,21.39,22.29,22.49
8534,16.4,19.5,20.5
7699,21.15,23.12,
7930,,22.88,
7930,21.08,,
8525,19.99,21.99,22.99
8019,,22.98,22.18
8019,20.98,,
7749,19.59,21.37,21.24
2304,20.29,,
2304,,,21.19
8503,,22.49,
8503,19.79,,21.49
8340,22.09,,
8340,,,23.49
8340,,23.85,
8087,19.99,,21.79
8087,,22.05,
7811,20.89,,22.49
7811,,22.99,
8173,20.75,22.85,22.25
8286,21.09,23.19,
7891,,,22.35
7891,21.2,21.2,
8271,,23.09,
8271,21.99,,
8271,,,22.99
7565,21.16,,22.24
7803,21.59,22.99,22.94
2229,19.59,21.39,20.89
8374,20.3,,
8374,,22.55,
8374,,,17.03
8132,20.14,,
8132,,,21.34
